index,Lever position,Ship speed (v),Gas Turbine (GT) shaft torque (GTT) (kN m),GT rate of revolutions (GTn) (rpm),Gas Generator rate of revolutions (GGn) (rpm),Starboard Propeller Torque (Ts) (kN),Port Propeller Torque (Tp) (kN),Hight Pressure (HP) Turbine exit temperature (T48) (C),GT Compressor inlet air temperature (T1) (C),GT Compressor outlet air temperature (T2) (C),HP Turbine exit pressure (P48) (bar),GT Compressor inlet air pressure (P1) (bar),GT Compressor outlet air pressure (P2) (bar),GT exhaust gas pressure (Pexh) (bar),Turbine Injecton Control (TIC) (%),Fuel flow (mf) (kg/s),GT Compressor decay state coefficient,GT Turbine decay state coefficient
646,8.206,24,50995.368,3087.576,9324.229,438.048,438.048,931.266,288,738.073,3.561,0.998,18.237,1.041,60.536,1.198,0.952,0.994
6381,1.138,3,914.899,1344.996,6634.427,7.232,7.232,475.341,288,547.991,1.121,0.998,6.056,1.019,13.015,0.105,0.977,0.982
7527,4.161,12,14719.498,1547.449,7728.013,113.752,113.752,643.103,288,606.207,1.663,0.998,9.001,1.023,17.351,0.343,0.982,0.979
11570,6.175,18,29761.817,2306.83,8787.064,245.99,245.99,762.786,288,662.112,2.516,0.998,13.294,1.031,33.693,0.667,0.999,0.986
7165,2.088,6,5245.532,1394.586,6813.41,31.579,31.579,556.026,288,566.978,1.286,0.998,6.903,1.02,0.0,0.194,0.98,0.991
9529,8.206,24,50993.301,3087.466,9302.708,438.103,438.103,906.538,288,726.194,3.591,0.998,18.398,1.042,59.119,1.17,0.99,0.993
7697,3.144,9,8377.61,1386.749,7097.861,60.338,60.338,573.059,288,577.27,1.39,0.998,7.422,1.021,11.777,0.233,0.982,0.998
11223,1.138,3,6205.023,1385.213,6667.463,9.459,9.459,598.967,288,565.363,1.308,0.998,6.99,1.019,1.478,0.254,0.997,1.0
4875,7.148,21,38985.538,2678.084,9133.129,332.244,332.244,819.681,288,690.076,2.964,0.998,15.388,1.036,43.468,0.861,0.97,0.996
10245,4.161,12,14718.946,1547.454,7735.117,113.747,113.747,624.444,288,601.342,1.662,0.998,8.868,1.023,16.482,0.326,0.993,0.995
5341,5.14,15,21632.914,1924.341,8492.579,175.27,175.27,699.45,288,636.351,2.08,0.998,10.992,1.026,24.675,0.488,0.972,0.996
7031,3.144,9,8375.662,1386.738,7046.571,60.317,60.317,591.386,288,580.879,1.392,0.998,7.581,1.02,12.545,0.248,0.98,0.976
2160,1.138,3,970.412,1378.503,6692.473,9.199,9.199,474.235,288,552.062,1.126,0.998,6.077,1.019,0.0,0.091,0.959,0.981
685,2.088,6,4099.234,1345.214,6865.866,22.504,22.504,545.712,288,566.09,1.235,0.998,6.6,1.019,22.11,0.195,0.952,0.999
2461,5.14,15,21635.332,1924.331,8496.877,175.307,175.307,713.335,288,640.744,2.078,0.998,11.063,1.026,25.401,0.503,0.96,0.988
7128,1.138,3,2830.243,1410.199,6685.213,11.01,11.01,518.086,288,557.225,1.202,0.998,6.465,1.019,0.0,0.147,0.98,0.987
6267,4.161,12,14721.778,1547.463,7772.937,113.759,113.759,631.942,288,604.942,1.659,0.998,8.852,1.023,16.787,0.332,0.976,0.995
4941,1.138,3,884.735,1340.262,6634.198,6.995,6.995,481.653,288,549.604,1.119,0.998,6.073,1.019,15.191,0.112,0.971,0.978
5946,7.148,21,38993.426,2678.068,9125.172,332.34,332.34,827.443,288,690.38,2.974,0.998,15.59,1.035,44.17,0.875,0.975,0.985
4583,3.144,9,8378.39,1386.753,7106.777,60.351,60.351,585.058,288,581.192,1.389,0.998,7.473,1.02,12.257,0.243,0.969,0.99
5784,7.148,21,38989.223,2678.079,9129.685,332.173,332.173,820.025,288,689.341,2.969,0.998,15.451,1.036,43.564,0.863,0.974,0.993
7569,1.138,3,1679.828,1334.804,6623.487,6.655,6.655,503.306,288,550.861,1.149,0.998,6.212,1.019,20.402,0.144,0.982,0.984
10158,7.148,21,39007.15,2678.017,9116.649,332.482,332.482,815.741,288,684.958,2.986,0.998,15.649,1.036,43.541,0.862,0.993,0.985
521,9.3,27,72766.5,3560.412,9780.088,644.742,644.742,1108.927,288,787.634,4.494,0.998,22.687,1.049,91.864,1.818,0.952,0.98
8714,3.144,9,8375.297,1386.736,7043.831,60.313,60.313,584.249,288,578.667,1.392,0.998,7.547,1.02,12.26,0.243,0.987,0.981
10651,5.14,15,21624.522,1924.323,8463.912,175.204,175.204,695.292,288,632.231,2.089,0.998,11.117,1.027,24.575,0.486,0.995,0.988
3983,6.175,18,29763.379,2306.915,8809.107,245.932,245.932,791.245,288,672.155,2.507,0.998,13.384,1.03,35.297,0.699,0.967,0.975
11407,5.14,15,21624.514,1924.332,8466.504,175.205,175.205,688.174,288,630.464,2.088,0.998,11.054,1.027,24.175,0.479,0.998,0.994
780,7.148,21,38980.455,2678.08,9134.925,332.063,332.063,844.385,288,697.602,2.961,0.998,15.551,1.035,45.122,0.893,0.953,0.983
9804,4.161,12,14719.462,1547.457,7745.391,113.756,113.756,622.794,288,601.292,1.661,0.998,8.839,1.023,16.393,0.325,0.991,0.998
5607,1.138,3,2722.988,1311.469,6668.262,5.399,5.399,536.105,288,555.255,1.181,0.998,6.321,1.019,30.446,0.193,0.973,1.0
5978,3.144,9,8377.523,1386.749,7090.666,60.335,60.335,583.18,288,580.051,1.39,0.998,7.483,1.02,12.19,0.241,0.975,0.989
8843,6.175,18,29764.391,2306.848,8808.529,245.992,245.992,759.085,288,662.946,2.508,0.998,13.149,1.031,33.349,0.66,0.987,0.995
3747,4.161,12,14721.78,1547.456,7755.874,113.753,113.753,653.965,288,610.311,1.661,0.998,9.023,1.022,17.813,0.353,0.966,0.975
2196,1.138,3,3079.703,1416.449,6729.759,11.498,11.498,535.483,288,563.05,1.211,0.998,6.529,1.019,0.0,0.162,0.959,0.985
8561,3.144,9,8376.315,1386.742,7068.72,60.317,60.317,577.559,288,577.579,1.391,0.998,7.481,1.02,11.976,0.237,0.986,0.99
11795,6.175,18,29761.669,2306.827,8785.044,245.989,245.989,763.38,288,662.103,2.517,0.998,13.309,1.031,33.741,0.668,1.0,0.985
4285,2.088,6,2850.692,1359.329,6797.289,24.984,24.984,508.041,288,559.735,1.198,0.998,6.471,1.019,12.673,0.141,0.968,0.983
8569,2.088,6,6162.418,1390.863,6797.891,30.884,30.884,578.785,288,569.154,1.314,0.998,7.064,1.02,0.0,0.226,0.986,0.991
6979,5.14,15,21630.77,1924.339,8485.928,175.277,175.277,695.859,288,634.647,2.082,0.998,11.003,1.027,24.509,0.485,0.979,0.996
1827,1.138,3,326.339,1335.91,6706.258,6.774,6.774,455.951,288,546.408,1.096,0.998,5.845,1.019,12.785,0.084,0.957,0.996
9154,2.088,6,4685.478,1394.348,6761.786,31.498,31.498,546.492,288,564.888,1.27,0.998,6.893,1.02,0.0,0.18,0.989,0.978
11542,5.14,15,21622.291,1924.315,8455.84,175.215,175.215,698.041,288,632.179,2.092,0.998,11.179,1.027,24.76,0.49,0.999,0.983
2376,1.138,3,1272.954,1318.344,6646.438,5.841,5.841,508.971,288,553.682,1.132,0.998,6.147,1.019,26.427,0.15,0.96,0.979
8551,2.088,6,5933.006,1392.669,6794.102,31.218,31.218,573.879,288,568.515,1.308,0.998,7.034,1.02,0.0,0.218,0.986,0.989
3839,6.175,18,29791.137,2307.45,8821.285,246.209,246.209,780.761,288,670.216,2.504,0.998,13.249,1.03,34.618,0.685,0.966,0.985
1246,5.14,15,21636.432,1924.323,8497.198,175.33,175.33,720.864,288,642.906,2.078,0.998,11.113,1.026,25.8,0.511,0.955,0.983
7504,8.206,24,50989.088,3087.28,9299.79,438.069,438.069,929.713,288,731.475,3.598,0.998,18.719,1.041,61.094,1.209,0.982,0.976
6511,5.14,15,21631.506,1924.34,8487.824,175.28,175.28,696.882,288,635.132,2.081,0.998,11.0,1.026,24.556,0.486,0.977,0.996
5439,4.161,12,14721.037,1547.456,7751.939,113.768,113.768,645.413,288,607.816,1.661,0.998,8.974,1.022,17.429,0.345,0.973,0.981
11025,1.138,3,3186.72,1377.484,6608.87,9.073,9.073,534.907,288,556.447,1.211,0.998,6.578,1.019,7.149,0.172,0.997,0.978
8964,1.138,3,5311.377,1357.934,6628.423,7.964,7.964,601.909,288,565.873,1.275,0.998,6.924,1.019,14.917,0.258,0.988,0.983
11597,6.175,18,29762.302,2306.833,8790.127,245.975,245.975,759.549,288,661.454,2.515,0.998,13.253,1.031,33.478,0.663,0.999,0.989
5510,3.144,9,8377.791,1386.75,7095.168,60.34,60.34,584.069,288,580.479,1.39,0.998,7.482,1.02,12.224,0.242,0.973,0.989
5330,3.144,9,8378.599,1386.754,7112.756,60.352,60.352,579.772,288,579.821,1.389,0.998,7.439,1.02,12.041,0.238,0.972,0.995
4531,5.14,15,21631.947,1924.322,8484.587,175.301,175.301,712.449,288,639.23,2.082,0.998,11.122,1.026,25.408,0.503,0.969,0.984
365,6.175,18,29796.735,2307.265,8841.756,246.273,246.273,784.31,288,673.027,2.497,0.998,13.166,1.03,34.718,0.687,0.951,0.989
11912,6.175,18,29763.124,2306.768,8798.314,245.98,245.98,749.497,288,659.279,2.513,0.998,13.135,1.031,32.813,0.65,1.0,0.998
147,4.161,12,14725.901,1547.475,7825.024,113.811,113.811,647.273,288,611.265,1.654,0.998,8.863,1.022,17.43,0.345,0.95,0.991
1668,4.161,12,14723.507,1547.463,7782.402,113.791,113.791,655.468,288,611.802,1.658,0.998,8.986,1.022,17.85,0.353,0.957,0.978
10549,2.088,6,5542.569,1346.436,6715.844,22.706,22.706,584.236,288,566.197,1.285,0.998,7.012,1.019,23.36,0.244,0.995,0.977
7650,1.138,3,520.687,1339.225,6645.753,6.854,6.854,454.531,288,543.195,1.104,0.998,5.907,1.019,12.632,0.086,0.982,0.993
8599,5.14,15,21628.365,1924.334,8477.569,175.231,175.231,694.177,288,633.313,2.085,0.998,11.036,1.027,24.454,0.484,0.986,0.994
7788,4.161,12,14719.545,1547.451,7731.664,113.748,113.748,640.019,288,605.511,1.663,0.998,8.975,1.023,17.206,0.341,0.983,0.982
3456,1.138,3,4528.892,1313.271,6678.82,5.557,5.557,593.929,288,565.242,1.238,0.998,6.667,1.019,31.883,0.258,0.964,0.995
3271,5.14,15,21636.479,1924.352,8504.893,175.303,175.303,700.378,288,637.867,2.076,0.998,10.934,1.026,24.671,0.488,0.963,1.0
4940,9.3,27,72761.998,3560.383,9755.3,645.057,645.057,1089.733,288,781.168,4.521,0.998,22.893,1.05,90.7,1.795,0.971,0.977
9223,8.206,24,50993.306,3087.456,9299.876,438.058,438.058,915.522,288,727.822,3.597,0.998,18.558,1.042,59.936,1.187,0.989,0.985
6230,3.144,9,8377.624,1386.749,7093.513,60.342,60.342,581.155,288,579.548,1.39,0.998,7.469,1.02,12.107,0.24,0.976,0.991
10620,1.138,3,4568.637,1381.443,6633.716,9.289,9.289,568.695,288,561.664,1.258,0.998,6.797,1.019,4.937,0.213,0.995,0.985
9678,4.161,12,14718.436,1547.448,7718.042,113.74,113.74,634.721,288,603.499,1.664,0.998,8.964,1.023,16.977,0.336,0.991,0.984
9047,3.144,9,8376.332,1386.741,7069.365,60.322,60.322,575.127,288,576.874,1.391,0.998,7.468,1.021,11.877,0.235,0.988,0.992
3926,3.144,9,8379.31,1386.758,7126.448,60.362,60.362,582.436,288,581.108,1.388,0.998,7.436,1.02,12.141,0.24,0.966,0.995
10327,5.14,15,21622.93,1924.308,8455.941,175.187,175.187,705.371,288,634.263,2.092,0.998,11.229,1.026,25.156,0.498,0.994,0.978
8080,8.206,24,50993.849,3087.486,9303.878,438.063,438.063,915.653,288,728.849,3.591,0.998,18.478,1.042,59.837,1.185,0.984,0.988
78,7.148,21,38979.213,2678.089,9136.433,332.045,332.045,846.457,288,698.564,2.958,0.998,15.541,1.035,45.231,0.896,0.95,0.983
7088,6.175,18,29761.46,2306.768,8802.46,245.958,245.958,776.691,288,667.449,2.51,0.998,13.311,1.03,34.455,0.682,0.98,0.982
2247,7.148,21,38981.275,2678.078,9135.496,332.178,332.178,833.091,288,694.512,2.96,0.998,15.452,1.035,44.34,0.878,0.959,0.99
9844,8.206,24,50985.411,3087.155,9294.245,438.038,438.038,923.175,288,728.451,3.606,0.998,18.754,1.042,60.707,1.202,0.992,0.976
11868,7.148,21,39007.891,2678.023,9117.402,332.371,332.371,803.308,288,681.549,2.986,0.998,15.537,1.036,42.657,0.845,1.0,0.993
9880,8.206,24,50990.867,3087.34,9296.064,438.037,438.037,918.881,288,727.765,3.603,0.998,18.672,1.042,60.313,1.194,0.992,0.98
7451,9.3,27,72776.621,3560.402,9760.114,644.824,644.824,1062.097,288,774.801,4.511,0.998,22.446,1.051,87.922,1.74,0.981,0.996
8980,8.206,24,50993.208,3087.449,9299.993,438.049,438.049,917.23,288,728.294,3.597,0.998,18.575,1.042,60.073,1.189,0.988,0.984
2279,3.144,9,8380.057,1386.762,7140.027,60.37,60.37,586.372,288,582.773,1.388,0.998,7.44,1.02,12.291,0.243,0.959,0.994
8123,6.175,18,29765.382,2306.9,8809.622,245.97,245.97,762.717,288,664.086,2.508,0.998,13.17,1.031,33.565,0.665,0.984,0.993
3897,1.138,3,6845.966,1384.547,6713.911,9.582,9.582,637.127,288,575.187,1.325,0.998,7.143,1.019,0.0,0.29,0.966,0.992
9615,4.161,12,14717.755,1547.444,7704.488,113.735,113.735,640.841,288,604.624,1.665,0.998,9.028,1.023,17.275,0.342,0.991,0.977
7177,5.14,15,21629.846,1924.332,8481.387,175.288,175.288,699.104,288,635.11,2.083,0.998,11.049,1.026,24.705,0.489,0.98,0.992
9312,7.148,21,38998.348,2678.067,9123.536,332.273,332.273,808.298,288,684.467,2.978,0.998,15.467,1.036,42.878,0.849,0.989,0.995
11281,5.14,15,21621.844,1924.311,8454.083,175.196,175.196,701.419,288,632.954,2.092,0.998,11.212,1.027,24.951,0.494,0.998,0.98
3631,5.14,15,21633.894,1924.329,8492.045,175.303,175.303,710.693,288,639.499,2.08,0.998,11.071,1.026,25.281,0.5,0.965,0.988
10282,5.14,15,21626.908,1924.341,8475.547,175.225,175.225,686.031,288,630.771,2.085,0.998,10.991,1.027,24.019,0.475,0.993,0.999
6272,9.3,27,72775.806,3560.415,9764.744,645.135,645.135,1068.433,288,776.727,4.506,0.998,22.44,1.05,88.41,1.75,0.976,0.995
8616,4.161,12,14720.212,1547.458,7752.518,113.753,113.753,626.663,288,602.657,1.661,0.998,8.852,1.023,16.565,0.328,0.986,0.996
392,6.175,18,29797.492,2307.243,8844.851,246.361,246.361,781.057,288,672.373,2.496,0.998,13.125,1.03,34.505,0.683,0.951,0.992
3191,6.175,18,29793.866,2307.329,8830.689,246.272,246.272,775.788,288,669.63,2.501,0.998,13.162,1.03,34.265,0.678,0.963,0.991
16,8.206,24,50997.234,3087.583,9318.935,438.098,438.098,951.073,288,741.605,3.575,0.998,18.611,1.04,62.342,1.234,0.95,0.976
4200,7.148,21,38982.734,2678.086,9136.097,332.084,332.084,818.705,288,690.513,2.961,0.998,15.329,1.036,43.34,0.858,0.967,0.999
2672,9.3,27,72770.09,3560.414,9773.539,644.805,644.805,1094.001,288,783.591,4.499,0.998,22.609,1.049,90.629,1.794,0.961,0.985
6164,9.3,27,72766.028,3560.402,9754.684,645.083,645.083,1078.798,288,778.478,4.52,0.998,22.761,1.05,89.664,1.775,0.976,0.983
3493,2.088,6,3420.652,1381.566,6860.986,29.09,29.09,507.104,288,561.095,1.221,0.998,6.497,1.02,0.953,0.135,0.964,0.999
7394,6.175,18,29765.291,2306.913,8809.702,245.981,245.981,767.453,288,665.45,2.508,0.998,13.205,1.03,33.854,0.67,0.981,0.99
4839,7.148,21,38987.072,2678.08,9131.117,332.211,332.211,823.674,288,690.74,2.967,0.998,15.455,1.035,43.786,0.867,0.97,0.992
593,9.3,27,72773.113,3560.428,9786.198,645.119,645.119,1101.85,288,786.529,4.484,0.998,22.47,1.049,91.024,1.802,0.952,0.988
11664,1.138,3,1920.231,1386.961,6654.019,9.52,9.52,478.865,288,547.346,1.165,0.998,6.207,1.019,1.591,0.109,0.999,0.997
8737,8.206,24,50993.008,3087.441,9300.109,438.096,438.096,918.942,288,728.766,3.597,0.998,18.592,1.042,60.21,1.192,0.987,0.983
5827,5.14,15,21632.632,1924.344,8492.479,175.262,175.262,696.551,288,635.511,2.08,0.998,10.973,1.026,24.518,0.485,0.974,0.998
7961,6.175,18,29761.09,2306.854,8791.242,246.017,246.017,782.471,288,668.086,2.514,0.998,13.416,1.03,34.869,0.69,0.984,0.975
5887,2.088,6,2866.28,1369.119,6778.037,26.753,26.753,504.002,288,559.112,1.201,0.998,6.506,1.019,7.378,0.132,0.975,0.979
2355,7.148,21,38987.873,2678.082,9127.891,332.278,332.278,846.872,288,696.588,2.97,0.998,15.694,1.035,45.441,0.9,0.96,0.976
6036,7.148,21,38988.986,2678.083,9130.207,332.275,332.275,817.374,288,688.702,2.968,0.998,15.421,1.036,43.37,0.859,0.975,0.995
4798,2.088,6,3018.197,1374.023,6814.919,27.671,27.671,502.365,288,559.594,1.207,0.998,6.484,1.02,4.764,0.129,0.97,0.988
10311,7.148,21,39014.066,2677.956,9111.651,332.435,332.435,824.328,288,686.215,2.993,0.998,15.808,1.036,44.244,0.876,0.994,0.976
4592,3.144,9,8378.534,1386.754,7109.339,60.348,60.348,584.264,288,581.046,1.389,0.998,7.466,1.02,12.224,0.242,0.969,0.991
8656,8.206,24,50993.081,3087.467,9307.773,437.999,437.999,902.038,288,726.302,3.583,0.998,18.241,1.042,58.608,1.16,0.986,1.0
163,2.088,6,5302.58,1346.313,6856.03,22.737,22.737,583.962,288,572.237,1.273,0.998,6.848,1.019,22.888,0.239,0.95,0.993
11049,7.148,21,39013.943,2677.963,9112.276,332.438,332.438,818.286,288,684.636,2.992,0.998,15.748,1.036,43.811,0.867,0.997,0.98
11256,7.148,21,39017.138,2677.928,9110.304,332.467,332.467,820.737,288,684.862,2.995,0.998,15.804,1.036,44.024,0.872,0.998,0.977
11665,2.088,6,4640.567,1344.3,6755.324,22.287,22.287,543.064,288,559.03,1.255,0.998,6.719,1.02,22.389,0.202,0.999,0.997
7380,1.138,3,5586.766,1400.028,6683.315,10.422,10.422,596.786,288,568.301,1.293,0.998,6.97,1.019,0.184,0.242,0.981,0.989
11880,1.138,3,1470.184,1358.218,6627.886,7.866,7.866,471.141,288,544.876,1.144,0.998,6.111,1.019,7.423,0.103,1.0,0.995
6356,3.144,9,8376.276,1386.742,7060.792,60.312,60.312,590.299,288,581.082,1.391,0.998,7.557,1.02,12.493,0.247,0.977,0.979
9092,3.144,9,8376.841,1386.744,7081.989,60.334,60.334,571.246,288,576.159,1.391,0.998,7.432,1.021,11.712,0.232,0.988,0.997
5542,8.206,24,50994.11,3087.51,9311.598,437.951,437.951,918.84,288,731.623,3.579,0.998,18.356,1.042,59.882,1.185,0.973,0.992
6007,5.14,15,21631.464,1924.333,8486.11,175.26,175.26,701.671,288,636.325,2.082,0.998,11.041,1.026,24.823,0.491,0.975,0.992
7993,2.088,6,4131.889,1391.15,6772.923,30.878,30.878,532.614,288,563.332,1.25,0.998,6.774,1.02,0.0,0.163,0.984,0.979
7638,7.148,21,38995.416,2678.07,9124.846,332.351,332.351,816.788,288,687.237,2.975,0.998,15.511,1.036,43.441,0.86,0.982,0.991
6793,8.206,24,50988.822,3087.275,9301.034,437.904,437.904,932.783,288,732.565,3.597,0.998,18.729,1.041,61.311,1.214,0.979,0.975
7758,1.138,3,5434.351,1371.211,6637.97,8.758,8.758,606.416,288,568.168,1.282,0.998,6.983,1.019,8.118,0.256,0.983,0.979
4837,5.14,15,21633.064,1924.334,8490.874,175.312,175.312,704.26,288,637.55,2.08,0.998,11.034,1.026,24.941,0.494,0.97,0.992
2293,8.206,24,50994.56,3087.54,9320.652,437.969,437.969,925.352,288,735.633,3.566,0.998,18.242,1.041,60.156,1.191,0.959,0.995
6548,6.175,18,29792.595,2307.354,8824.949,246.215,246.215,758.999,288,664.312,2.504,0.998,13.069,1.031,33.274,0.659,0.977,1.0
7898,6.175,18,29769.523,2307.039,8811.853,246.06,246.06,762.17,288,664.117,2.507,0.998,13.156,1.031,33.522,0.664,0.983,0.994
4481,9.3,27,72762.87,3560.387,9758.499,644.852,644.852,1091.09,288,781.725,4.518,0.998,22.853,1.05,90.747,1.796,0.969,0.978
3716,9.3,27,72780.095,3560.42,9778.359,645.137,645.137,1079.051,288,780.458,4.49,0.998,22.315,1.05,89.067,1.763,0.965,0.997
6140,3.144,9,8376.699,1386.743,7068.096,60.326,60.326,589.133,288,581.004,1.391,0.998,7.542,1.02,12.442,0.246,0.976,0.981
1549,2.088,6,4063.632,1344.861,6835.861,22.44,22.44,549.185,288,566.282,1.235,0.998,6.644,1.019,22.4,0.197,0.956,0.991
2044,2.088,6,3239.79,1350.821,6842.464,23.469,23.469,519.829,288,561.89,1.208,0.998,6.476,1.019,17.638,0.16,0.958,0.994
767,3.144,9,8379.594,1386.759,7122.953,60.359,60.359,598.811,288,585.87,1.388,0.998,7.524,1.02,12.796,0.253,0.953,0.982
5693,6.175,18,29765.049,2306.94,8809.928,245.983,245.983,778.669,288,668.667,2.507,0.998,13.287,1.03,34.535,0.684,0.974,0.983
7870,5.14,15,21628.923,1924.329,8477.682,175.284,175.284,698.518,288,634.564,2.084,0.998,11.065,1.026,24.689,0.489,0.983,0.991
7857,1.138,3,4823.118,1407.365,6685.83,10.849,10.849,573.51,288,564.791,1.27,0.998,6.828,1.019,0.0,0.214,0.983,0.99
3302,9.3,27,72762.561,3560.388,9763.541,645.06,645.06,1097.683,288,783.671,4.513,0.998,22.848,1.05,91.241,1.806,0.964,0.977
4517,9.3,27,72767.008,3560.399,9761.863,644.806,644.806,1087.518,288,781.121,4.513,0.998,22.743,1.05,90.322,1.788,0.969,0.982
10820,3.144,9,8374.13,1386.722,7024.312,60.298,60.298,580.315,288,576.784,1.393,0.998,7.551,1.02,12.112,0.24,0.996,0.981
9642,4.161,12,14718.105,1547.445,7710.29,113.74,113.74,638.205,288,604.14,1.665,0.998,9.0,1.023,17.147,0.339,0.991,0.98
3292,8.206,24,50994.712,3087.484,9310.331,438.048,438.048,941.66,288,737.09,3.585,0.998,18.658,1.041,61.798,1.223,0.964,0.976
9011,3.144,9,8375.907,1386.739,7059.277,60.316,60.316,578.261,288,577.448,1.392,0.998,7.496,1.02,12.009,0.238,0.988,0.988
1403,9.3,27,72782.166,3560.438,9791.554,645.057,645.057,1088.003,288,783.815,4.473,0.998,22.171,1.049,89.556,1.773,0.955,1.0
1382,6.175,18,29797.833,2307.22,8846.614,246.368,246.368,772.51,288,670.089,2.495,0.998,13.052,1.03,33.979,0.673,0.955,0.998
6928,8.206,24,50993.952,3087.497,9307.457,438.044,438.044,916.884,288,730.067,3.585,0.998,18.419,1.042,59.838,1.185,0.979,0.99
5671,2.088,6,2996.245,1373.65,6788.241,27.587,27.587,505.07,288,559.717,1.207,0.998,6.524,1.019,5.075,0.132,0.974,0.981
1638,1.138,3,6650.939,1335.952,6660.021,6.863,6.863,666.354,288,577.857,1.306,0.998,7.173,1.019,25.331,0.33,0.957,0.975
11688,7.148,21,39003.652,2678.051,9120.855,332.439,332.439,798.053,288,680.85,2.982,0.998,15.434,1.036,42.217,0.836,0.999,0.999
6907,5.14,15,21629.45,1924.326,8478.729,175.237,175.237,703.41,288,636.064,2.084,0.998,11.092,1.026,24.949,0.494,0.979,0.988
8591,6.175,18,29763.464,2306.815,8807.472,245.934,245.934,761.708,288,663.61,2.508,0.998,13.174,1.031,33.514,0.664,0.986,0.993
6406,8.206,24,50994.122,3087.501,9306.049,438.001,438.001,924.493,288,731.669,3.588,0.998,18.535,1.042,60.501,1.198,0.977,0.984
9074,3.144,9,8376.608,1386.743,7076.936,60.329,60.329,572.793,288,576.444,1.391,0.998,7.446,1.021,11.777,0.233,0.988,0.995
1179,1.138,3,1209.475,1317.97,6649.688,5.844,5.844,511.287,288,554.956,1.129,0.998,6.157,1.019,26.192,0.151,0.955,0.976
5448,4.161,12,14721.223,1547.456,7753.92,113.768,113.768,644.533,288,607.655,1.661,0.998,8.965,1.022,17.386,0.344,0.973,0.982
5078,3.144,9,8378.409,1386.754,7109.905,60.345,60.345,581.789,288,580.325,1.389,0.998,7.453,1.02,12.124,0.24,0.971,0.993
8648,9.3,27,72776.858,3560.408,9757.149,644.937,644.937,1054.131,288,772.602,4.514,0.998,22.399,1.051,87.23,1.727,0.986,0.999
5175,1.138,3,1415.265,1331.915,6627.514,6.539,6.539,503.901,288,552.251,1.139,0.998,6.187,1.019,21.415,0.142,0.972,0.978
689,6.175,18,29798.536,2307.21,8850.954,246.343,246.343,773.04,288,670.62,2.494,0.998,13.033,1.03,33.989,0.673,0.952,0.999
10560,4.161,12,14717.305,1547.442,7697.804,113.722,113.722,638.19,288,603.623,1.666,0.998,9.022,1.023,17.161,0.34,0.995,0.978
6525,1.138,3,7155.179,1369.305,6695.347,8.637,8.637,639.284,288,572.669,1.329,0.998,7.137,1.019,7.301,0.303,0.977,0.998
11717,9.3,27,72753.514,3560.347,9720.84,644.822,644.822,1059.179,288,771.427,4.558,0.998,23.112,1.052,88.585,1.754,1.0,0.976
6488,9.3,27,72774.648,3560.412,9762.022,644.997,644.997,1069.036,288,776.653,4.51,0.998,22.499,1.051,88.54,1.753,0.977,0.993
7154,9.3,27,72770.754,3560.401,9755.356,645.005,645.005,1069.172,288,776.17,4.518,0.998,22.626,1.051,88.724,1.756,0.98,0.989
10037,3.144,9,8376.425,1386.742,7075.692,60.328,60.328,568.764,288,575.186,1.391,0.998,7.427,1.021,11.614,0.23,0.992,0.998
6610,5.14,15,21628.613,1924.315,8473.379,175.276,175.276,710.662,288,637.567,2.086,0.998,11.17,1.026,25.363,0.502,0.978,0.981
10213,8.206,24,50993.297,3087.461,9300.251,438.078,438.078,906.653,288,725.611,3.595,0.998,18.449,1.042,59.197,1.172,0.993,0.991
4349,3.144,9,8378.548,1386.754,7109.053,60.353,60.353,585.506,288,581.407,1.389,0.998,7.473,1.02,12.274,0.243,0.968,0.99
1884,4.161,12,14723.174,1547.461,7776.104,113.777,113.777,656.794,288,611.907,1.659,0.998,9.006,1.022,17.917,0.355,0.958,0.976
10304,9.3,27,72754.419,3560.347,9726.77,644.844,644.844,1066.406,288,773.586,4.552,0.998,23.1,1.051,89.144,1.765,0.994,0.975
2494,2.088,6,3052.521,1353.58,6834.507,23.954,23.954,513.704,288,560.945,1.203,0.998,6.453,1.019,15.842,0.151,0.96,0.992
5947,8.206,24,50994.389,3087.513,9307.582,438.079,438.079,924.777,288,732.126,3.586,0.998,18.507,1.041,60.481,1.197,0.975,0.985
3036,4.161,12,14724.585,1547.474,7815.127,113.78,113.78,634.016,288,607.192,1.655,0.998,8.795,1.023,16.836,0.333,0.962,1.0
5777,9.3,27,72774.092,3560.411,9764.501,644.936,644.936,1073.208,288,777.87,4.507,0.998,22.506,1.05,88.876,1.759,0.974,0.992
845,9.3,27,72774.657,3560.433,9786.544,644.867,644.867,1098.93,288,785.882,4.483,0.998,22.423,1.049,90.737,1.796,0.953,0.99
